symbols,desc,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
CYBA,cytochrome b-245 alpha chain,2.7186517294317834e-56,-0.8284692576504538,0.418,0.73,4.767427672731575e-52
GRB2,growth factor receptor bound protein 2,3.30785030270213e-56,-0.9602257445964903,0.507,0.767,5.8006462908184555e-52
HNRNPU,heterogeneous nuclear ribonucleoprotein U,3.5127953313332065e-56,-0.7613285923228829,0.198,0.552,6.160037893025911e-52
CD53,CD53 molecule,4.300084776990021e-56,-0.8049522317847322,0.553,0.803,7.540628664929701e-52
RPS24,ribosomal protein S24,5.754147749603014e-56,-1.0656086332285335,0.22,0.573,1.0090473493703845e-51
HLA-E,"major histocompatibility complex, class I, E",1.4844053089626905e-55,-0.7441100056141154,0.656,0.861,2.603053149796974e-51
MT-ATP8,NA,1.8411525988865527e-55,-0.7581216059369025,0.11,0.459,3.228645197407459e-51
HNRNPK,heterogeneous nuclear ribonucleoprotein K,3.560826395265928e-55,-0.6948516875057181,0.216,0.566,6.244265166738331e-51
RPS3A,ribosomal protein S3A,3.571443885355833e-55,-0.8825762258919576,0.201,0.555,6.262883997359989e-51
SLC25A13,solute carrier family 25 member 13,9.681326753898572e-55,-1.4396096106966274,0.452,0.733,1.6977174595636536e-50
RPL5,ribosomal protein L5,1.4465798248896518e-54,-0.8821500833332777,0.088,0.434,2.5367223809264934e-50
P4HA1,prolyl 4-hydroxylase subunit alpha 1,1.4524077666704796e-54,-1.1126899277900724,0.174,0.53,2.546942259633353e-50
RPL21,ribosomal protein L21,2.0408531200823823e-54,-0.914710743496022,0.249,0.59,3.5788400313764656e-50
HLA-B,"major histocompatibility complex, class I, B",2.246882091899514e-54,-0.7395041941007419,0.83,0.968,3.9401324363549877e-50
JUN,"Jun proto-oncogene, AP-1 transcription factor subunit",3.592512705723731e-54,-1.0645605922179717,0.092,0.432,6.299830280757135e-50
RPS8,ribosomal protein S8,3.797641189404873e-54,-1.0134965168459813,0.192,0.543,6.659543589740385e-50
EFHD2,EF-hand domain family member D2,9.233404495359831e-54,-0.7707724303232627,0.333,0.652,1.6191698123062998e-49
RPL34,ribosomal protein L34,1.3667177066275449e-53,-1.0918972967884253,0.264,0.609,2.3966761703420628e-49
RPS15,ribosomal protein S15,1.8545253404231555e-53,-0.8763178146444865,0.174,0.522,3.2520956369660454e-49
RAP1A,"RAP1A, member of RAS oncogene family",2.599121714866937e-53,-1.0123706004441768,0.348,0.65,4.557819839190661e-49
LINGO1,leucine rich repeat and Ig domain containing 1,3.1558598364827424e-53,-0.5122985639677384,0.035,0.361,5.534115809256137e-49
RPL29,ribosomal protein L29,7.003967469044832e-53,-0.7622293944483123,0.163,0.506,1.2282157353717018e-48
RPL13A,ribosomal protein L13a,2.1560679379432146e-52,-0.9080173954091683,0.178,0.51,3.780880735977221e-48
FLOT1,flotillin 1,2.9286356083791385e-52,-0.8551402253787908,0.485,0.737,5.135655402853657e-48
TRIM33,tripartite motif containing 33,2.9329362276136547e-52,-1.083651170706952,0.163,0.499,5.143196968743305e-48
GNB1,G protein subunit beta 1,2.991901617564169e-52,-0.8457597783255701,0.5,0.762,5.246598676560527e-48
RPL14,ribosomal protein L14,3.802770098757878e-52,-0.869684363503411,0.114,0.45,6.668537645181815e-48
RPL30,ribosomal protein L30,4.3313128896168596e-52,-0.9840070570405952,0.363,0.683,7.595390283232125e-48
KMT2C,lysine methyltransferase 2C,4.632909348502557e-52,-0.9527611448095856,0.469,0.744,8.124269833534084e-48
IQGAP1,IQ motif containing GTPase activating protein 1,1.3231489860481614e-51,-0.9005370226320857,0.505,0.769,2.320274061934056e-47
ZNF292,zinc finger protein 292,1.3482075495774224e-51,-1.0492266271110704,0.555,0.787,2.364216758938968e-47
ABCC1,ATP binding cassette subfamily C member 1,1.4357944786745156e-51,-1.0716607781353538,0.066,0.394,2.5178091978036306e-47
RPS23,ribosomal protein S23,4.3782766744487567e-51,-1.0080439681018896,0.185,0.53,7.67774597631334e-47
ANKRD12,ankyrin repeat domain 12,4.4869689457304416e-51,-0.9719487483439893,0.636,0.831,7.868348743232902e-47
CXCR4,C-X-C motif chemokine receptor 4,5.3129765675225324e-51,-1.105996647388152,0.54,0.774,9.316835708807513e-47
RAC1,Rac family small GTPase 1,6.683543430391367e-51,-0.783422647611412,0.341,0.643,1.17202617595343e-46
PTPN12,protein tyrosine phosphatase non-receptor type 12,1.8310617037805655e-50,-0.9393883058877202,0.441,0.72,3.2109498037495995e-46
N4BP2L2,NEDD4 binding protein 2 like 2,2.642824623828342e-50,-0.9989759154568618,0.33,0.632,4.634457260345381e-46
CD247,CD247 molecule,3.27538248734764e-50,-1.0654222328626501,0.022,0.334,5.743710729812822e-46
IL2RG,interleukin 2 receptor subunit gamma,6.011268642525646e-50,-0.6326572642234581,0.181,0.51,1.0541360691532973e-45
ANXA5,annexin A5,1.2096051518442434e-49,-1.0285173086443276,0.222,0.546,2.121163594274065e-45
MYL6,myosin light chain 6,1.9303124511263246e-49,-0.7270980895497539,0.538,0.808,3.3849959142951226e-45
RPL35A,ribosomal protein L35a,4.198986370274269e-49,-0.8567031967764189,0.172,0.503,7.363342498912959e-45
RPS16,ribosomal protein S16,4.835665629810601e-49,-0.762254306145622,0.201,0.542,8.47982324843587e-45
PGK1,phosphoglycerate kinase 1,7.954004488808672e-49,-0.8106284342857407,0.286,0.591,1.3948142271574888e-44
MT-ND6,NA,1.5130388853471706e-48,-0.6977334035397426,0.022,0.325,2.6532649893447983e-44
PABPC1,poly(A) binding protein cytoplasmic 1,1.5219919705028328e-48,-0.7580732173603468,0.401,0.697,2.6689651194737676e-44
SDCBP,syndecan binding protein,9.086685699892825e-48,-0.758545953121583,0.778,0.894,1.5934412043332058e-43
EMP3,epithelial membrane protein 3,9.328448599265999e-48,-1.2856498989179463,0.179,0.488,1.6358367463672856e-43
RAPGEF1,Rap guanine nucleotide exchange factor 1,1.0962641684202313e-47,-1.1352116258128815,0.407,0.668,1.9224088457417178e-43
FAU,FAU ubiquitin like and ribosomal protein S30 fusion,1.439999028545748e-47,-0.7667311218226321,0.401,0.698,2.525182296457824e-43
HLA-DRA,"major histocompatibility complex, class II, DR alpha",1.9289400293953673e-47,-0.7515287780654063,0.178,0.495,3.382589235547716e-43
RNF145,ring finger protein 145,2.223611818268338e-47,-0.905525397319499,0.251,0.567,3.899325684515357e-43
RNF13,ring finger protein 13,2.3957303687756456e-47,-0.9989250227337061,0.568,0.773,4.201152774684972e-43
PICALM,phosphatidylinositol binding clathrin assembly protein,3.5356224679565597e-47,-0.8573692837874232,0.661,0.868,6.200067559808623e-43
KIFC3,kinesin family member C3,7.71095078980114e-47,-0.7727565319243613,0.049,0.352,1.352192330499528e-42
PITPNA,phosphatidylinositol transfer protein alpha,1.0173905080472284e-46,-0.9378415948210295,0.526,0.772,1.78409599491162e-42
NACA,nascent polypeptide associated complex subunit alpha,1.2137323733484222e-46,-0.7111600652200023,0.192,0.508,2.1284010899037934e-42
ADAM10,ADAM metallopeptidase domain 10,1.958153342044602e-46,-0.9148019510265212,0.216,0.528,3.4338177006094136e-42
RPL7A,ribosomal protein L7a,1.979230794764641e-46,-0.8255459338702451,0.148,0.462,3.4707791216992746e-42
CDKN1A,cyclin dependent kinase inhibitor 1A,2.2772533478799264e-46,-0.7047964463080901,0.099,0.411,3.993391470842239e-42
IL1R1,interleukin 1 receptor type 1,3.511302169969391e-46,-1.148590240147814,0.355,0.639,6.157419485258323e-42
JUNB,"JunB proto-oncogene, AP-1 transcription factor subunit",3.885518281946052e-46,-0.6925010408335659,0.496,0.777,6.813644859220597e-42
NINJ1,ninjurin 1,4.8011238781186315e-46,-0.738950925807827,0.33,0.624,8.419250832668832e-42
TAB2,TGF-beta activated kinase 1 (MAP3K7) binding protein 2,4.932853582486787e-46,-0.8592503988570811,0.385,0.672,8.65025204224883e-42
FKBP15,FKBP prolyl isomerase family member 15,5.900328176830517e-46,-0.7645357430958064,0.163,0.484,1.0346815490889995e-41
MGAT1,"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",6.7621690100274295e-46,-0.7362748427569048,0.108,0.418,1.18581395759841e-41
HPSE,heparanase,6.916935454124375e-46,-0.8854175989145044,0.042,0.337,1.2129538012352503e-41
GABARAPL2,GABA type A receptor associated protein like 2,7.720525049833758e-46,-0.8320599156564857,0.344,0.634,1.3538712727388477e-41
SRRM2,serine/arginine repetitive matrix 2,1.2627582452245584e-45,-0.6810919412132826,0.161,0.473,2.2143728588257856e-41
CD58,CD58 molecule,1.286954754111621e-45,-0.8086240247313301,0.462,0.72,2.2568038568101386e-41
DIAPH1,diaphanous related formin 1,1.922518680332493e-45,-0.9499026914033472,0.19,0.497,3.371328757831059e-41
QKI,"QKI, KH domain containing RNA binding",2.5185803733641268e-45,-0.9420706175895361,0.625,0.807,4.416582542731333e-41
UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1,3.458996887386189e-45,-0.6652379288528072,0.337,0.646,6.065696941720421e-41
PAFAH1B1,platelet activating factor acetylhydrolase 1b regulatory subunit 1,4.289294420768338e-45,-0.8045437114382533,0.326,0.616,7.521706696259358e-41
RPS13,ribosomal protein S13,4.613945980586418e-45,-0.8189846143981124,0.17,0.483,8.091015671556343e-41
ZNF438,zinc finger protein 438,4.906125983901638e-45,-1.1603296964213448,0.463,0.701,8.603382525369913e-41
RPS2,ribosomal protein S2,6.208685326203527e-45,-0.8888768859988944,0.234,0.545,1.0887550588030505e-40
RPL36,ribosomal protein L36,6.221665778267532e-45,-0.7477859478281612,0.145,0.457,1.0910313108769943e-40
RPS26,ribosomal protein S26,6.238113632131361e-45,-0.820645289145562,0.174,0.485,1.0939156065305556e-40
PRRC2C,proline rich coiled-coil 2C,6.966561229674312e-45,-0.7915894869234488,0.37,0.655,1.2216561772356875e-40
UBC,ubiquitin C,1.037139247839323e-44,-0.7144856854670986,0.447,0.719,1.818727385011037e-40
CFDP1,craniofacial development protein 1,1.0496992098019511e-44,-0.8860024584091665,0.143,0.451,1.8407525343087012e-40
FGR,"FGR proto-oncogene, Src family tyrosine kinase",1.2947914145446897e-44,-0.7777028278172279,0.41,0.678,2.270546224545568e-40
CTSD,cathepsin D,1.5161465179923133e-44,-0.8258785077557427,0.187,0.489,2.6587145339513206e-40
RPL26,ribosomal protein L26,1.7086611789041526e-44,-0.927377956320439,0.185,0.493,2.996308243326322e-40
ZNF207,zinc finger protein 207,2.599753541631179e-44,-0.6717768691832903,0.178,0.487,4.558927810604436e-40
CYSTM1,cysteine rich transmembrane module containing 1,2.969329718454667e-44,-0.8148842551137518,0.619,0.813,5.207016594282104e-40
SERF2,small EDRK-rich factor 2,3.369524965862674e-44,-0.6796866539658715,0.295,0.596,5.908798980136785e-40
ZNF638,zinc finger protein 638,3.5714427746552443e-44,-0.7982441654874083,0.128,0.426,6.262882049635437e-40
PCBP1,poly(rC) binding protein 1,3.960528051794347e-44,-0.6457867952497,0.278,0.579,6.9451819916265665e-40
JAK1,Janus kinase 1,4.542080420498558e-44,-0.9347689728205943,0.57,0.769,7.96499222538627e-40
PHF20L1,PHD finger protein 20 like 1,4.618545647634704e-44,-0.8273874113327052,0.364,0.64,8.099081647692216e-40
SCAF11,SR-related CTD associated factor 11,8.396386915281701e-44,-0.8616310811235948,0.344,0.621,1.4723904094637992e-39
RPS21,ribosomal protein S21,1.075062448780813e-43,-0.8341336770847927,0.167,0.47,1.8852295101820337e-39
RPL18,ribosomal protein L18,1.2190084806396214e-43,-0.7735118531094316,0.145,0.452,2.13765327164964e-39
WSB1,WD repeat and SOCS box containing 1,1.423930527989925e-43,-0.7307001963869257,0.427,0.705,2.4970045738831325e-39
EML4,EMAP like 4,1.451450446359733e-43,-1.1034945945870474,0.332,0.615,2.5452635027364277e-39
CNBP,CCHC-type zinc finger nucleic acid binding protein,1.5794117341760057e-43,-0.6311896066454439,0.152,0.454,2.7696564170510437e-39
DDX3X,DEAD-box helicase 3 X-linked,2.0290747411355156e-43,-0.7352504819679064,0.39,0.669,3.55818546605524e-39
ARPC2,actin related protein 2/3 complex subunit 2,2.099783689077663e-43,-0.7367068669808903,0.511,0.75,3.68218067716659e-39
HLA-DQB1,"major histocompatibility complex, class II, DQ beta 1",2.8834006598234765e-43,-0.6843592594328214,0.042,0.324,5.056331397066448e-39
TOX,thymocyte selection associated high mobility group box,9.054809538417427e-43,-1.002171641462324,0.026,0.306,1.58785140065688e-38
RPL24,ribosomal protein L24,9.359019570242396e-43,-0.6970185153509026,0.141,0.449,1.6411976718377065e-38
FTL,ferritin light chain,1.1369162011375008e-42,-0.8275932776285133,0.808,0.961,1.9936962503147215e-38
RAB2A,"RAB2A, member RAS oncogene family",1.91521868639579e-42,-0.8057367862040989,0.22,0.506,3.3585274884636574e-38
LIMS1,LIM zinc finger domain containing 1,1.9974320539246706e-42,-1.2242439241583407,0.515,0.747,3.5026968497623025e-38
PJA2,praja ring finger ubiquitin ligase 2,2.1510625389473283e-42,-0.7031768247697007,0.198,0.487,3.772103268298035e-38
SH3BGRL3,SH3 domain binding glutamate rich protein like 3,2.5496753107446486e-42,-0.8502019415185317,0.432,0.697,4.4711106249218155e-38
LPP,LIM domain containing preferred translocation partner in lipoma,3.1415701132705295e-42,-1.042584387294131,0.467,0.72,5.5090573506312e-38
RPL10A,ribosomal protein L10a,4.213352224722373e-42,-0.7074937857879269,0.097,0.386,7.388534461273153e-38
SHOC2,SHOC2 leucine rich repeat scaffold protein,4.684958726557642e-42,-0.7353872761201868,0.313,0.591,8.215543622891481e-38
RPL23A,ribosomal protein L23a,5.0637240024651745e-42,-0.7591327408696072,0.114,0.409,8.87974641072293e-38
HERC4,HECT and RLD domain containing E3 ubiquitin protein ligase 4,5.102722256407015e-42,-0.8597426390099395,0.159,0.459,8.948133748835341e-38
CEBPB,CCAAT enhancer binding protein beta,5.413297744280968e-42,-0.7593602031569329,0.571,0.823,9.492758924371105e-38
DARS1,aspartyl-tRNA synthetase 1,7.298055167618938e-42,-0.8007657422203713,0.108,0.397,1.279786954193657e-37
BTG1,BTG anti-proliferation factor 1,1.4127031575840338e-41,-0.8011788524034453,0.524,0.763,2.477316257139362e-37
GSTO1,glutathione S-transferase omega 1,1.489155825073649e-41,-0.9327722069904423,0.181,0.475,2.6113836548491513e-37
NR3C1,nuclear receptor subfamily 3 group C member 1,1.571536739433854e-41,-0.909306935729866,0.225,0.521,2.7558468262712065e-37
HLA-DRB1,"major histocompatibility complex, class II, DR beta 1",1.984196611954225e-41,-0.5977149588425473,0.049,0.329,3.479487178722929e-37
SQSTM1,sequestosome 1,2.2395573014254904e-41,-0.8885211755816138,0.465,0.714,3.92728768377974e-37
RPS7,ribosomal protein S7,2.31430837307501e-41,-0.8333617844752841,0.152,0.448,4.058371163024338e-37
BHLHE40,basic helix-loop-helix family member e40,2.3951786971944864e-41,-0.7449901995704554,0.231,0.525,4.200185363400252e-37
BNIP3L,BCL2 interacting protein 3 like,2.530778582139853e-41,-0.7024890689121166,0.355,0.632,4.437973321640446e-37
PIAS1,protein inhibitor of activated STAT 1,2.6206003315551874e-41,-0.8783517322894505,0.427,0.677,4.595484741415177e-37
RHOB,ras homolog family member B,2.7665771478314334e-41,-0.764873281253175,0.104,0.397,4.851469686437202e-37
TRIP12,thyroid hormone receptor interactor 12,3.6687130949897703e-41,-0.7862118522264688,0.299,0.576,6.433455283374062e-37
MYL12B,myosin light chain 12B,4.3908712825585744e-41,-0.6254399632235045,0.288,0.576,7.699831881094717e-37
ZFAND3,zinc finger AN1-type containing 3,4.657349672605828e-41,-0.917303391037926,0.815,0.894,8.16712838588158e-37
PTPRC,protein tyrosine phosphatase receptor type C,4.91852474406349e-41,-1.0632576934831115,0.729,0.891,8.625124991189737e-37
CREB1,cAMP responsive element binding protein 1,5.153223846110913e-41,-0.6848987211626391,0.181,0.48,9.036693336540096e-37
RPL8,ribosomal protein L8,7.986008995096462e-41,-0.6899206866738246,0.145,0.437,1.4004265373801155e-36
ASH1L,ASH1 like histone lysine methyltransferase,1.1319957451042525e-40,-0.9240045987878847,0.233,0.518,1.985067738614817e-36
ATP6V0B,ATPase H+ transporting V0 subunit b,1.1655378121604738e-40,-0.6326812674234803,0.269,0.554,2.043887107404607e-36
LYZ,lysozyme,1.2701457740537865e-40,-0.6379329408544303,0.244,0.548,2.22732762938072e-36
PPP2R2A,protein phosphatase 2 regulatory subunit Balpha,1.4087155494445484e-40,-0.719940381128252,0.163,0.459,2.47032358750596e-36
UBR4,ubiquitin protein ligase E3 component n-recognin 4,1.540240000379837e-40,-0.6727755909614683,0.222,0.511,2.7009648646660822e-36
EIF2S3,eukaryotic translation initiation factor 2 subunit gamma,1.5611895346832842e-40,-0.5512261349083859,0.112,0.397,2.7377019680206073e-36
TGFBR1,transforming growth factor beta receptor 1,1.5652489275281461e-40,-0.7066839856873968,0.086,0.371,2.744820519313357e-36
KMT2E,lysine methyltransferase 2E (inactive),1.8191892582071148e-40,-0.7770178870216138,0.654,0.862,3.1901302831919966e-36
MIF,macrophage migration inhibitory factor,1.846184297975415e-40,-0.5998212999922286,0.062,0.34,3.237468784929688e-36
CHD9,chromodomain helicase DNA binding protein 9,2.1993099236509863e-40,-0.7748629307056384,0.053,0.328,3.8567098821143696e-36
FNDC3B,fibronectin type III domain containing 3B,2.484874918266363e-40,-1.1432863638353252,0.934,0.964,4.357476656671894e-36
ZNF710,zinc finger protein 710,2.6920293557339096e-40,-0.874618066361387,0.357,0.607,4.7207426782149836e-36
