symbols,desc,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
KCNQ5,potassium voltage-gated channel subfamily Q member 5,3.0495153180896777e-21,-0.8988636291974611,0.047,0.277,5.3476300618020586e-17
GZMB,granzyme B,3.568821864311725e-21,0.8584389580422744,0.951,0.9,6.25828602125704e-17
SLC37A1,solute carrier family 37 member 1,3.868408469978412e-21,0.67687536918259394,0.672,0.389,6.783641092954143e-17
RGS18,regulator of G protein signaling 18,3.881255146521486e-21,0.6711176589493897,0.634,0.341,6.806169024940079e-17
PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2",4.173380567908781e-21,0.6913379178704553,0.786,0.531,7.318440163884838e-17
H3-3B,H3.3 histone B,4.5055285420918276e-21,0.8060367309155421,0.951,0.853,7.900894851412229e-17
P2RY14,purinergic receptor P2Y14,4.80386810822895e-21,0.9154344953754117,0.882,0.699,8.424063114590288e-17
SPINT2,"serine peptidase inhibitor, Kunitz type 2",5.194521235620877e-21,0.6349098756027087,0.753,0.479,9.10911243878477e-17
CD74,CD74 molecule,9.77250314908443e-21,0.7198051991352843,0.996,0.972,1.7137061522234456e-16
CD96,CD96 molecule,1.054930849218734e-20,-0.7358032517726986,0.082,0.332,1.8499267371899719e-16
IFNAR1,interferon alpha and beta receptor subunit 1,1.9002634332782384e-20,0.629957969539582,0.805,0.559,3.3323019565967187e-16
SMPD3,sphingomyelin phosphodiesterase 3,2.6730509858192397e-20,0.6678487183882242,0.837,0.583,4.687462208732619e-16
MX1,MX dynamin like GTPase 1,2.786088430838008e-20,0.9430875592630166,0.736,0.453,4.88568467231753e-16
RCSD1,RCSD domain containing 1,4.140603344984228e-20,0.819519773761135,0.782,0.592,7.260962025764342e-16
MT-CYB,NA,4.23537264089958e-20,0.7529129123742031,0.964,0.948,7.427149463081504e-16
CD69,CD69 molecule,4.263562016718492e-20,-0.6052832712816639,0.116,0.384,7.476582352517547e-16
ATP5PO,ATP synthase peripheral stalk subunit OSCP,4.857400609981134e-20,0.6470550284954288,0.725,0.46,8.517937709662916e-16
CDYL,chromodomain Y like,5.3715926639273525e-20,0.7569510755749724,0.896,0.773,9.419624895463006e-16
PPP1R14A,protein phosphatase 1 regulatory inhibitor subunit 14A,5.3814082303313987e-20,0.6959623545971384,0.446,0.171,9.436837472709141e-16
SSR4,signal sequence receptor subunit 4,6.692876465639588e-20,0.8160532319401561,0.886,0.709,1.1736628170145582e-15
PLAC8,placenta associated 8,6.7666214100728e-20,0.7134567520595221,0.975,0.9,1.1865947304703662e-15
DMXL2,Dmx like 2,8.012941114765538e-20,0.6149024533725502,0.753,0.495,1.4051493538852848e-15
IL2RB,interleukin 2 receptor subunit beta,9.78000851000298e-20,-0.48182594298375164,0.032,0.235,1.7150222923141227e-15
RAB31,"RAB31, member RAS oncogene family",1.1179500061070578e-19,0.8526917045636455,0.607,0.334,1.9604371307093367e-15
PLEKHD1,pleckstrin homology and coiled-coil domain containing D1,1.1921139122013762e-19,-0.648443841829705,0.072,0.299,2.090490956436333e-15
TRAPPC10,trafficking protein particle complex subunit 10,1.207888892113239e-19,0.6542533762632237,0.748,0.491,2.1181539612097758e-15
HLA-B,"major histocompatibility complex, class I, B",1.3749097030083924e-19,0.7259662111546259,0.979,0.95,2.4110416551955167e-15
SRP14,signal recognition particle 14,1.3876747455366172e-19,0.7417459836098419,0.918,0.775,2.433426433773012e-15
CST3,cystatin C,1.9877709920407805e-19,0.7339114270001881,0.896,0.718,3.4857552116427126e-15
ATXN1,ataxin 1,2.159485543185739e-19,-0.7098839118439391,0.178,0.464,3.786873848530512e-15
ANXA11,annexin A11,2.564955658047748e-19,0.6402350337721061,0.791,0.559,4.4979062419525306e-15
VEGFB,vascular endothelial growth factor B,2.7815566844380066e-19,0.6189932135902636,0.829,0.581,4.8777378018304885e-15
GRN,granulin precursor,2.802177502082839e-19,0.6190463932161285,0.888,0.675,4.913898467652467e-15
U2AF1,U2 small nuclear RNA auxiliary factor 1,3.303239657744215e-19,0.6687529459583388,0.812,0.592,5.7925610638202556e-15
GAS6,growth arrest specific 6,3.753341913291806e-19,0.5792512750587238,0.812,0.54,6.5818603791485106e-15
SORL1,sortilin related receptor 1,4.2185610966684596e-19,0.5817007828285798,0.704,0.422,7.397668739117811e-15
SYK,spleen associated tyrosine kinase,7.584622519281724e-19,0.6723239695929477,0.907,0.749,1.3300394049812432e-14
KIT,"KIT proto-oncogene, receptor tyrosine kinase",8.954270959467354e-19,-0.45252276600771474,0.023,0.211,1.5702209554521953e-14
TMSB10,thymosin beta 10,9.509698566114638e-19,0.8016129347739938,0.962,0.938,1.667620740553863e-14
HRH2,histamine receptor H2,1.2036916098780861e-18,0.7100301322029873,0.63,0.351,2.1107936070822118e-14
DERL3,derlin 3,1.4577440676482535e-18,0.5981699027204406,0.795,0.531,2.5562999970279773e-14
CREB3L2,cAMP responsive element binding protein 3 like 2,1.766387347606387e-18,0.6988581053710616,0.829,0.602,3.09753685276256e-14
XCL2,X-C motif chemokine ligand 2,1.888289237261311e-18,-0.40890438239709853,0.021,0.204,3.3113040064614346e-14
ENSG00000271793,NA,2.1902059365058486e-18,0.6228271162765902,0.854,0.661,3.840745130256656e-14
ARHGAP24,Rho GTPase activating protein 24,2.4144791368538543e-18,-1.5620929350172612,0.391,0.645,4.234030614386919e-14
SELENOS,selenoprotein S,2.4825779952099007e-18,0.6026615887120852,0.869,0.652,4.353448772400082e-14
RPS4X,ribosomal protein S4 X-linked,2.7106785570632815e-18,0.77756027028851,0.949,0.948,4.753445917666171e-14
CELF2,CUGBP Elav-like family member 2,3.8757134511334054e-18,0.7198039627303952,0.915,0.836,6.79645110790754e-14
TNFRSF21,TNF receptor superfamily member 21,4.08608106085834e-18,0.5952250231908396,0.848,0.597,7.165351748321186e-14
INPP4A,inositol polyphosphate-4-phosphatase type I A,4.318371611964845e-18,0.659948531485913,0.877,0.73,7.572696458741552e-14
VASH2,vasohibin 2,4.474329484405372e-18,0.5857074936699704,0.56,0.275,7.84618418385326e-14
TAMALIN,trafficking regulator and scaffold protein tamalin,4.545012096922203e-18,0.6169792962342877,0.495,0.23,7.970133213162776e-14
GLT1D1,glycosyltransferase 1 domain containing 1,5.715769485261185e-18,0.5266818499473942,0.679,0.4,1.0023173369354014e-13
UBE2G2,ubiquitin conjugating enzyme E2 G2,6.7092087082910354e-18,0.5462555692148645,0.729,0.476,1.176526839085916e-13
SMAP2,small ArfGAP2,6.861840179629484e-18,0.7401608236834962,0.797,0.607,1.2032922938998262e-13
CHCHD2,coiled-coil-helix-coiled-coil-helix domain containing 2,6.908579673782233e-18,0.6297098420903016,0.879,0.706,1.2114885315944524e-13
HLA-C,"major histocompatibility complex, class I, C",7.444041447662626e-18,0.7317801842936329,0.913,0.839,1.305387108262118e-13
NBDY,negative regulator of P-body association,8.638278608017066e-18,0.5200921890359242,0.759,0.486,1.5148085367018726e-13
P4HB,prolyl 4-hydroxylase subunit beta,9.423978992698483e-18,0.5521180732217124,0.833,0.581,1.652588956159606e-13
RAB11FIP3,RAB11 family interacting protein 3,1.1419268768363717e-17,0.5939352588407205,0.455,0.194,2.0024829712202616e-13
ST3GAL4,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4",1.1588159101535171e-17,0.6396344231593376,0.774,0.521,2.0320995800452076e-13
SPCS1,signal peptidase complex subunit 1,1.7692589735478427e-17,0.6067616449736812,0.884,0.711,3.102572536013497e-13
INSR,insulin receptor,2.2304169893058806e-17,0.8233155330690588,0.607,0.341,3.911259232446792e-13
GLCCI1,glucocorticoid induced 1,2.5366554988146293e-17,0.8303353881666822,0.721,0.5,4.448279082721334e-13
SERPINB9,serpin family B member 9,2.5646520394519864e-17,0.8615967559130178,0.702,0.491,4.497373816383003e-13
PLD4,phospholipase D family member 4,2.792392626137993e-17,0.5992950109536075,0.871,0.668,4.896739709195585e-13
MCTP2,multiple C2 and transmembrane domain containing 2,3.3304437031533216e-17,-0.2971828242500195,0.04,0.235,5.840266077849665e-13
CYRIA,CYFIP related Rac1 interactor A,3.572881553980996e-17,0.5225049610573853,0.795,0.578,6.265405093061075e-13
CCL5,C-C motif chemokine ligand 5,3.766701356522834e-17,-0.5966437826144109,0.087,0.303,6.605287498798441e-13
FRMD4B,FERM domain containing 4B,3.9239137929737024e-17,0.6869644211570107,0.721,0.476,6.880975227358685e-13
CAPZB,capping actin protein of muscle Z-line subunit beta,4.688277836587096e-17,0.5447588744711067,0.856,0.649,8.221364014239131e-13
RABAC1,Rab acceptor 1,4.9166349745514616e-17,0.5816462231220069,0.712,0.462,8.621811091373443e-13
BAG1,BAG cochaperone 1,5.361516981819815e-17,0.5488866406374975,0.704,0.453,9.401956179319229e-13
ARL4C,ADP ribosylation factor like GTPase 4C,6.923034639781809e-17,0.6894211376935504,0.793,0.55,1.2140233544321382e-12
RPS9,ribosomal protein S9,7.787431193267797e-17,0.6687467570249535,0.949,0.891,1.3656039340514408e-12
NPC2,NPC intracellular cholesterol transporter 2,8.627376541285468e-17,0.6594965353962534,0.886,0.777,1.5128967502798196e-12
SUMF1,sulfatase modifying factor 1,1.0533551038393119e-16,0.5854753981754726,0.755,0.531,1.8471635100926172e-12
NOTCH4,notch receptor 4,1.1567479328960188e-16,0.7567497532061132,0.611,0.382,2.0284731751264584e-12
ESR2,estrogen receptor 2,1.186280732524409e-16,0.6604276185968817,0.421,0.168,2.0802618925548035e-12
RACK1,receptor for activated C kinase 1,1.2383355729218417e-16,0.6173671300374957,0.924,0.844,2.1715452606757417e-12
WDR49,WD repeat domain 49,1.2954311450750042e-16,0.617017882832867,0.484,0.225,2.2716680560035273e-12
CCT8,chaperonin containing TCP1 subunit 8,1.3998033110270714e-16,0.5913459223496191,0.765,0.538,2.4546950862170724e-12
MT-CO3,NA,1.5124619780246748e-16,0.6776228697447211,0.979,0.981,2.6522533246640698e-12
MT-CO1,NA,1.6263064993338812e-16,0.6389714123548389,0.992,0.995,2.851891077231894e-12
P2RY6,pyrimidinergic receptor P2Y6,1.6734677543765188e-16,0.5344273066196532,0.592,0.318,2.9345930540746635e-12
CTSC,cathepsin C,2.2034453123069928e-16,0.5613636797348449,0.932,0.78,3.863961699661543e-12
PAXBP1,PAX3 and PAX7 binding protein 1,2.5159221101484674e-16,0.5489267631542237,0.681,0.419,4.411921012356353e-12
KLRD1,killer cell lectin like receptor D1,2.735621426369968e-16,-0.314550371046855,0.015,0.171,4.797185733282376e-12
HSP90B1,heat shock protein 90 beta family member 1,3.0684890047513166e-16,0.418030101851524,0.93,0.787,5.380902318731909e-12
C4orf48,chromosome 4 open reading frame 48,3.446786113757458e-16,0.5262780682864528,0.514,0.256,6.044284129085079e-12
ATG101,autophagy related 101,3.4776131731250124e-16,0.5798700314700036,0.691,0.462,6.098342460392022e-12
TTC3,tetratricopeptide repeat domain 3,3.9942931453040736e-16,0.5332222472482107,0.841,0.678,7.004392459605224e-12
PTS,6-pyruvoyltetrahydropterin synthase,4.1951324469519144e-16,0.49109982762618,0.653,0.382,7.356584258974878e-12
TIMM13,translocase of inner mitochondrial membrane 13,4.780122034087511e-16,0.5168732969422924,0.717,0.464,8.38242199897586e-12
CHAMP1,chromosome alignment maintaining phosphoprotein 1,4.814830559384093e-16,0.5355092321233429,0.567,0.313,8.443286868935946e-12
UBE2E3,ubiquitin conjugating enzyme E2 E3,5.391358440926752e-16,0.5520328960796763,0.734,0.495,9.454286162009153e-12
EIF1AY,eukaryotic translation initiation factor 1A Y-linked,6.900849027975108e-16,-0.44715104118542787,0.127,0.358,1.2101328855457148e-11
DIP2A,disco interacting protein 2 homolog A,7.169009592962802e-16,0.5754258512812893,0.751,0.526,1.2571575222219569e-11
DBI,"diazepam binding inhibitor, acyl-CoA binding protein",7.33844743233562e-16,0.6375577284680409,0.797,0.592,1.2868701417343743e-11
GPM6B,glycoprotein M6B,7.863775602105455e-16,0.6733460572588172,0.691,0.422,1.3789916895852126e-11
KLHL6,kelch like family member 6,8.393270523534775e-16,0.6082544987484,0.795,0.583,1.471843919007058e-11
DDT,D-dopachrome tautomerase,8.530190320736471e-16,0.5209348091329624,0.715,0.474,1.4958541746443475e-11
PTGDR,prostaglandin D2 receptor,8.866811631801629e-16,-0.34481652052645695,0.011,0.156,1.5548840877527335e-11
IL16,interleukin 16,1.0299247322835846e-15,0.4912699842397581,0.729,0.488,1.806076010532494e-11
SCML4,Scm polycomb group protein like 4,1.1761286305934816e-15,-0.4396272051659563,0.038,0.213,2.0624591666087295e-11
SLC22A23,solute carrier family 22 member 23,1.354354717283349e-15,0.3632884743168869,0.321,0.097,2.374996432228081e-11
GGNBP2,gametogenetin binding protein 2,1.3822098602012253e-15,0.5699365589103313,0.818,0.604,2.4238432108488687e-11
ITM2C,integral membrane protein 2C,1.4352595503051522e-15,0.5381291807635553,0.937,0.782,2.5168711474151147e-11
KDELR2,KDEL endoplasmic reticulum protein retention receptor 2,1.4759308894576719e-15,0.47030740429798623,0.67,0.4,2.5881924077529734e-11
FOXN2,forkhead box N2,1.6507617091482327e-15,0.5315912716297513,0.755,0.519,2.8947757331623408e-11
IKZF1,IKAROS family zinc finger 1,1.6904356790536163e-15,0.5688110518459406,0.905,0.865,2.964348006788422e-11
RPS2,ribosomal protein S2,2.031173660736978e-15,0.6569270181490374,0.973,0.953,3.5618661314683647e-11
PAPLN,"papilin, proteoglycan like sulfated glycoprotein",2.296787034770165e-15,0.4876712449587145,0.569,0.31,4.027645744172961e-11
IL23R,interleukin 23 receptor,2.3140441414948016e-15,-0.4305490738482981,0.019,0.173,4.057907806525284e-11
TSPAN13,tetraspanin 13,2.4208431837137614e-15,0.5094599398671211,0.858,0.659,4.245190606960452e-11
WASF2,WASP family member 2,2.512315814532319e-15,0.5750499996013809,0.803,0.628,4.4055970123638745e-11
HLA-DMB,"major histocompatibility complex, class II, DM beta",3.216390378261873e-15,0.547235126381103,0.755,0.533,5.6402621673200206e-11
RPL36AL,ribosomal protein L36a like,3.3972104263772338e-15,0.5748548000788443,0.867,0.72,5.957348203695117e-11
CCDC200,coiled-coil domain containing 200,3.896716995441207e-15,0.6208518346152143,0.784,0.543,6.833282923205701e-11
USP16,ubiquitin specific peptidase 16,4.379406647739862e-15,0.5503641331184993,0.672,0.443,7.679727497476622e-11
NYAP2,neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2,4.875684502090874e-15,0.5580740742144867,0.142,0.002,8.550000342866557e-11
CCSER1,coiled-coil serine rich protein 1,4.991656111460022e-15,1.0527531630028388,0.433,0.209,8.753368157056294e-11
DCLK2,doublecortin like kinase 2,5.246079309039135e-15,0.530548233839369,0.313,0.1,9.199524676331026e-11
OTULINL,OTU deubiquitinase with linear linkage specificity like,5.828493560310589e-15,0.6900514297951699,0.742,0.524,1.0220846307360649e-10
SLC9A7,solute carrier family 9 member A7,5.836861458929693e-15,0.4996387235730373,0.814,0.564,1.023552025437911e-10
SUMO3,small ubiquitin like modifier 3,6.552431076107156e-15,0.5009837762972307,0.706,0.469,1.1490343135061508e-10
IRF7,interferon regulatory factor 7,6.972768332137826e-15,0.5169212120642617,0.924,0.713,1.2227446547236893e-10
PFKL,"phosphofructokinase, liver type",7.00022511740494e-15,0.4895114771297121,0.562,0.32,1.2275594765881303e-10
NECTIN1,nectin cell adhesion molecule 1,7.999809035094324e-15,0.45768694229468077,0.607,0.351,1.4028465123941405e-10
GADD45G,growth arrest and DNA damage inducible gamma,8.44730818025293e-15,0.43145449475075215,0.175,0.019,1.4813199624891537e-10
IFNAR2,interferon alpha and beta receptor subunit 2,9.09534794631395e-15,0.4666139935347493,0.763,0.524,1.5949602158656141e-10
PRELID1,PRELI domain containing 1,1.1354375901228466e-14,0.5032455881635409,0.774,0.543,1.9911033580394239e-10
LCNL1,lipocalin like 1,1.1760954874640866e-14,0.6569644187185716,0.383,0.159,2.0624010468170222e-10
SERF2,small EDRK-rich factor 2,1.219842136693051e-14,0.5856323187559451,0.901,0.794,2.1391151709049343e-10
CD93,CD93 molecule,1.2852443614612997e-14,0.5326222307412396,0.431,0.209,2.253804512258535e-10
SIRPB1,signal regulatory protein beta 1,1.3281489780079485e-14,0.41950784501414123,0.438,0.199,2.3290420478347385e-10
ATP6V0B,ATPase H+ transporting V0 subunit b,1.3358387719460407e-14,0.49830231209189324,0.784,0.576,2.342526870484577e-10
BTLA,B and T lymphocyte associated,1.4004936741541488e-14,0.5298003359268766,0.548,0.313,2.4559057069967153e-10
NDUFC2,NADH:ubiquinone oxidoreductase subunit C2,1.54057495711659e-14,0.4927937892539427,0.759,0.545,2.701552244799652e-10
LAP3,leucine aminopeptidase 3,1.5512400996847827e-14,0.5235517931683784,0.751,0.521,2.720254638807235e-10
SEL1L3,SEL1L family member 3,1.6470297297916642e-14,0.6174456792587004,0.901,0.803,2.8882313341626625e-10
