symbols,desc,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
KIAA2026,KIAA2026,1.2885838103813114e-10,-1.024453043724539,0.61,0.917,2.2596605698846676e-6
CD96,CD96 molecule,1.3094855124525127e-10,-1.084356930382518,0.066,0.444,2.2963137946367263e-6
ARL15,ADP ribosylation factor like GTPase 15,1.3845015587781284e-10,-1.5924200574818665,0.809,0.917,2.427861933473326e-6
MT-ATP8,NA,1.4953386287152674e-10,-1.2939137187177652,0.904,0.931,2.622225819315093e-6
USP8,ubiquitin specific peptidase 8,1.76326060829241e-10,-0.8988417460981224,0.706,0.958,3.09205380270157e-6
GSK3B,glycogen synthase kinase 3 beta,1.7634292075288316e-10,-1.1074375410116057,0.794,0.931,3.092349458322559e-6
PDCD4,programmed cell death 4,2.034831626703808e-10,-1.0633887062714817,0.551,0.889,3.568280740587798e-6
CROCC,"ciliary rootlet coiled-coil, rootletin",2.09218923144367e-10,-0.8013448223035042,0.162,0.583,3.6688630362596197e-6
ANKRD12,ankyrin repeat domain 12,2.111099746495024e-10,-1.2118462227440627,0.86,0.986,3.702024515453674e-6
OSBPL8,oxysterol binding protein like 8,2.3455925377447066e-10,-1.1662039553535837,0.824,0.972,4.113231074189118e-6
RNF111,ring finger protein 111,2.3460834464579046e-10,-0.9641246334099827,0.743,0.931,4.114091931708582e-6
CHN2,chimerin 2,2.385444059627984e-10,-1.7246308584355052,0.551,0.875,4.183114702963632e-6
HNRNPU,heterogeneous nuclear ribonucleoprotein U,2.540318025828291e-10,-0.9779651405393208,0.846,0.986,4.454701690092491e-6
DDX5,DEAD-box helicase 5,2.6708567239646295e-10,-0.9530924352986436,0.919,1,4.683614351144375e-6
KCNQ5,potassium voltage-gated channel subfamily Q member 5,2.8846130800824897e-10,-1.2924651257127184,0.051,0.403,5.058457497232654e-6
HNRNPH1,heterogeneous nuclear ribonucleoprotein H1,2.9809773110574553e-10,-0.8252793319560388,0.86,1,5.2274418126703535e-6
ITSN2,intersectin 2,2.986412776230503e-10,-1.0277207575584497,0.831,1,5.2369734443978105e-6
ARFGEF1,ADP ribosylation factor guanine nucleotide exchange factor 1,3.026988725629843e-10,-1.0259740718473895,0.735,0.903,5.308127429264493e-6
HMBOX1,homeobox containing 1,3.251560232050735e-10,-1.0074050397742307,0.684,0.958,5.701936022924169e-6
ARHGAP15,Rho GTPase activating protein 15,3.3027544626969515e-10,-1.2363600238275678,0.86,0.972,5.791710225785374e-6
BCOR,BCL6 corepressor,3.4737732458596686e-10,-0.8920027477008895,0.25,0.681,6.0916087639395145e-6
PRPF4B,pre-mRNA processing factor 4B,3.7865026908757196e-10,-1.0119077904054252,0.706,0.903,6.640011118719662e-6
TBC1D1,TBC1 domain family member 1,3.838927428779364e-10,-1.0886267743839755,0.574,0.917,6.731943139107493e-6
SSBP3,single stranded DNA binding protein 3,4.1203657053181456e-10,-1.066500478933026,0.485,0.806,7.2254733008459e-6
DISC1,DISC1 scaffold protein,5.424888745869868e-10,-1.472752997135131,0.647,0.861,9.5130849047574e-6
ERBIN,erbb2 interacting protein,6.139688101885634e-10,-1.256872211299005,0.86,0.972,1.0766557055466648e-5
WDR74,WD repeat domain 74,6.581279388110189e-10,-0.7476128383657147,0.316,0.75,1.1540931534990028e-5
FMNL3,formin like 3,6.68449526836064e-10,-1.0719434234683816,0.676,0.944,1.1721930902597218e-5
ADK,adenosine kinase,6.923691368574833e-10,-1.2979156492752622,0.713,0.944,1.2141385183932828e-5
CLASP1,cytoplasmic linker associated protein 1,7.223026315246722e-10,-1.03001256906644,0.801,0.944,1.2666298946416652e-5
STX7,syntaxin 7,7.338738523980143e-10,-0.9504167406602568,0.824,0.986,1.2869211875651579e-5
PRR14L,proline rich 14 like,7.421169916845343e-10,-1.083327425923717,0.743,0.861,1.3013763566179994e-05
SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1,8.026080560172247e-10,-1.0138929037031628,0.772,0.944,1.4074534870318053e-5
EVI5,ecotropic viral integration site 5,8.083821328893753e-10,-1.02559758566548,0.801,0.944,1.4175789082348085e-5
SH3KBP1,SH3 domain containing kinase binding protein 1,8.31164671879649e-10,-1.0673074117882315,0.809,0.944,1.4575303686081524e-5
MACF1,microtubule actin crosslinking factor 1,8.754522898246521e-10,-0.9003480785105116,0.904,1,1.53519313543651e-5
SPRED1,sprouty related EVH1 domain containing 1,8.877211855016307e-10,-1.4973603689547041,0.743,0.986,1.5567078708956594e-5
ACAP2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",8.969182779636783e-10,-1.016861492630969,0.846,1,1.5728358922371065e-5
TLR1,toll like receptor 1,8.998235738407449e-10,-1.227347004746802,0.75,0.875,1.5779306190871302e-5
NFE2L2,NFE2 like bZIP transcription factor 2,1.0447891317981415e-9,-0.9305725448624624,0.86,0.972,1.8321422215212207e-5
HNRNPK,heterogeneous nuclear ribonucleoprotein K,1.091653998815349e-9,-0.9335976907041257,0.838,0.931,1.914324452322596e-5
ARHGAP25,Rho GTPase activating protein 25,1.095424302677125e-9,-1.4520334701785211,0.838,0.958,1.9209360571746064e-5
EP300,E1A binding protein p300,1.1869432301123493e-9,-0.8706368648389988,0.75,0.944,2.081423648325016e-5
CCNH,cyclin H,1.2057825795714543e-9,-1.2176192323971406,0.706,0.917,2.1144603315365022e-5
PLXNC1,plexin C1,1.283133486387269e-9,-0.8904539606054027,0.86,0.986,2.250102881728715e-5
NR2C2,nuclear receptor subfamily 2 group C member 2,1.3159338657954272e-9,-0.9937374656894262,0.544,0.833,2.307621627058861e-5
XCL1,X-C motif chemokine ligand 1,1.3220774736243789e-9,-0.6291923454450458,0.015,0.292,2.318395057747711e-5
TBC1D5,TBC1 domain family member 5,1.3361422702876983e-9,-1.1327151311027848,0.919,0.972,2.3430590851765078e-5
USP1,ubiquitin specific peptidase 1,1.3581596016477618e-9,-0.7007264507348789,0.324,0.736,2.3816686774495153e-5
KLHL5,kelch like family member 5,1.4526388750472096e-9,-0.8436487537884632,0.757,0.958,2.5473475312827866e-5
RSRC2,arginine and serine rich coiled-coil 2,1.4705510014942875e-9,-0.8694435516069818,0.728,0.917,2.5787582362203825e-5
CNOT2,CCR4-NOT transcription complex subunit 2,1.674201303285104e-9,-1.0147169085085554,0.787,0.931,2.9358794054407584e-5
ZFC3H1,zinc finger C3H1-type containing,1.7049213743932342e-9,-0.9398562192316218,0.75,0.972,2.9897501221359754e-5
CTSW,cathepsin W,1.7841929321791395e-9,-0.6302558877275559,0.051,0.375,3.128760725869339e-5
STK3,serine/threonine kinase 3,1.7981491705445901e-9,-1.1911967256021372,0.787,0.917,3.153234385466993e-5
RNF125,ring finger protein 125,1.8064067782910216e-9,-1.0358007214278464,0.213,0.625,3.1677149264111354e-5
LNPEP,leucyl and cystinyl aminopeptidase,1.8813407692272375e-9,-1.0069527606417665,0.846,0.972,3.299119172916883e-5
SUCLG2,succinate-CoA ligase GDP-forming subunit beta,1.8951498191994786e-9,-1.1784979174039623,0.507,0.861,3.323334722948206e-5
JMJD1C,jumonji domain containing 1C,1.8977713865405193e-9,-1.069105993532903,0.897,0.986,3.3279319034374545e-5
HNRNPA2B1,heterogeneous nuclear ribonucleoprotein A2/B1,1.974562412890775e-9,-1.0086405695583425,0.882,0.958,3.462592647245263e-5
ZNF217,zinc finger protein 217,2.0153823745702884e-9,-0.9244572537478177,0.669,0.889,3.534174532046458e-5
CHD9,chromodomain helicase DNA binding protein 9,2.0229591291272594e-9,-1.0667711190765572,0.868,0.958,3.5474611288375624e-5
ACTR3,actin related protein 3,2.121229738848557e-9,-0.888743600624156,0.926,0.986,3.719788470044829e-5
KMT2C,lysine methyltransferase 2C,2.1247269836694184e-9,-0.9878788208204838,0.882,0.972,3.7259212385626925e-5
ENSG00000283208,NA,2.22912475960593e-9,-0.8125682802064844,0.176,0.569,3.9089931784449584e-5
MARCHF1,membrane associated ring-CH-type finger 1,2.2745125919548503e-9,-1.0995941011809598,0.912,0.986,3.988585281252026e-5
ATP2B1,ATPase plasma membrane Ca2+ transporting 1,2.299909356120343e-9,-1.174531643484521,0.529,0.833,4.033121046892633e-5
UBR5,ubiquitin protein ligase E3 component n-recognin 5,2.392267643862933e-9,-0.9286099973069715,0.794,0.958,4.1950805402780394e-5
CHD8,chromodomain helicase DNA binding protein 8,2.39293189693317e-9,-0.9175378398080267,0.669,0.875,4.196245374462007e-5
MBP,myelin basic protein,2.4012657613410972e-9,-1.226825008096696,0.757,0.917,4.210859639087748e-5
KCNMA1,potassium calcium-activated channel subfamily M alpha 1,2.4207279877186174e-9,-2.2434864529710716,0.522,0.778,4.2449885992633676e-5
PCDH9,protocadherin 9,2.4463738068413375e-9,-1.5337512745136233,0.007,0.264,4.2899611076769695e-5
DIS3L2,DIS3 like 3'-5' exoribonuclease 2,2.6703910783344637e-9,-0.9542703908626313,0.574,0.889,4.682797794967316e-5
RBM6,RNA binding motif protein 6,2.7034485105649197e-9,-0.9718442593659438,0.86,0.972,4.740767308126643e-5
SPOPL,speckle type BTB/POZ protein like,2.749856654095939e-9,-0.9480542663310911,0.669,0.917,4.8221486286226386e-5
ARHGAP22,Rho GTPase activating protein 22,2.764441382064979e-9,-1.5535745251234527,0.478,0.778,4.847724407589147e-5
TRIP12,thyroid hormone receptor interactor 12,2.8321367575979826e-9,-0.9703148708458897,0.838,0.944,4.9664350181238225e-5
KRCC1,lysine rich coiled-coil 1,2.846371850745944e-9,-1.0418659748102284,0.537,0.861,4.9913976774680875e-5
DENND1A,DENN domain containing 1A,3.044586171536811e-9,-1.1022438849568612,0.868,0.958,5.338986310406952e-5
PPP2R5C,protein phosphatase 2 regulatory subunit B'gamma,3.197170075086633e-9,-0.8256557388005479,0.75,0.931,5.60655744367192e-5
PARP14,poly(ADP-ribose) polymerase family member 14,3.209237279403211e-9,-1.0228908399542558,0.86,0.986,5.627718493161471e-5
FBXW7,F-box and WD repeat domain containing 7,3.3035215354768015e-9,-1.0836309796593122,0.801,0.931,5.793055364612119e-5
FTO,FTO alpha-ketoglutarate dependent dioxygenase,3.3843358407680322e-9,-1.1440962907240282,0.632,0.903,5.9347713303708213e-05
TLE4,"TLE family member 4, transcriptional corepressor",3.4054062557126902e-9,-1.2189533373696768,0.515,0.833,5.9717204100177735e-5
IKZF1,IKAROS family zinc finger 1,3.4269718975696304e-9,-1.1328755036105242,0.824,1,6.009537919578104e-5
TAX1BP1,Tax1 binding protein 1,3.4690636794379505e-9,-0.9505052463814887,0.875,0.931,6.08335006826239e-5
UBE2E2,ubiquitin conjugating enzyme E2 E2,3.5016909407878905e-9,-1.320562821384891,0.904,0.944,6.140565233765645e-5
KLHDC10,kelch domain containing 10,3.5535613626087706e-9,-1.0509369652252252,0.559,0.875,6.23152520547074e-5
NCALD,neurocalcin delta,3.6572161968952863e-9,-1.3696646578220908,0.051,0.361,6.413294322875574e-5
RESF1,retroelement silencing factor 1,3.6897608347778036e-9,-1.0912176394066764,0.721,0.917,6.470364599866356e-5
STK10,serine/threonine kinase 10,3.767619753602539e-9,-1.2187625413465972,0.618,0.889,6.606897999917413e-5
ENSG00000285920,NA,3.827668114133843e-9,-0.8217393478889055,0.647,0.931,6.712198804945106e-5
NSF,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase",3.998202527260432e-9,-0.8406298541022452,0.603,0.875,7.011247951803895e-5
CTSC,cathepsin C,4.039449660669786e-9,-1.2319576319087324,0.853,0.986,7.083578924950537e-5
TASOR,transcription activation suppressor,4.210733258042533e-9,-0.8752063421017073,0.618,0.931,7.383941841303386e-5
WASHC4,WASH complex subunit 4,4.295374067503602e-9,-0.8788919119085437,0.809,1,7.532367964774317e-5
TTC39C,tetratricopeptide repeat domain 39C,4.393101581013065e-9,-1.3375760201452374,0.272,0.639,7.70374293246451e-5
NUMB,NUMB endocytic adaptor protein,4.396498336365153e-9,-1.0510547919798188,0.904,0.958,7.709699482649932e-5
LRRC37A2,leucine rich repeat containing 37 member A2,4.478739935063653e-9,-0.9175378398080271,0.382,0.708,7.853918350127623e-5
COP1,COP1 E3 ubiquitin ligase,4.496447997631127e-9,-0.9661908406087973,0.86,0.986,7.884971208645944e-5
EEA1,early endosome antigen 1,4.531542109093333e-9,-1.094157493824348,0.647,0.903,7.946512242506069e-5
PTPRC,protein tyrosine phosphatase receptor type C,4.5728245805428105e-9,-1.1847909546031126,0.985,1,8.018905184439873e-5
SH3BGRL,SH3 domain binding glutamate rich protein like,4.7529002974206185e-9,-0.9965110139201201,0.868,0.986,8.334685961556796e-5
AKT3,AKT serine/threonine kinase 3,5.221399077583422e-9,-1.1631901674135845,0.5,0.889,9.156245422450289e-5
BLTP3A,bridge-like lipid transfer protein family member 3A,5.420566252345505e-9,-1.0769204636186744,0.551,0.861,9.505504980113077e-5
PHF14,PHD finger protein 14,5.516006436614221e-9,-1.173948523771182,0.654,0.861,9.672868887246698e-5
PAK2,p21 (RAC1) activated kinase 2,5.919813221196496e-9,-0.9667163740283837,0.831,0.958,1.0380984464690176e-4
ARMH4,armadillo like helical domain containing 4,6.011038383176802e-9,-0.8433602514269216,0.816,0.972,1.054095690873884e-4
RPS6KA3,ribosomal protein S6 kinase A3,6.1438455490739166e-9,-1.1718361763125178,0.809,0.944,1.077384755485602e-4
RTN1,reticulon 1,6.1546638450687015e-9,-1.286127640927627,0.801,1,1.0792818518712475e-4
TMOD3,tropomodulin 3,6.1699471323159105e-9,-0.9220462654797736,0.816,0.944,1.081961929122918e-4
ANKUB1,ankyrin repeat and ubiquitin domain containing 1,6.171211906587367e-9,-1.2376269350316083,0.449,0.792,1.0821837199391607e-4
IFITM2,interferon induced transmembrane protein 2,6.237977619277051e-9,-1.1635170814620905,0.676,0.903,1.0938917553164237e-4
SKAP1,src kinase associated phosphoprotein 1,6.371446998210887e-9,-1.3348138112828702,0.074,0.403,1.1172969456062611e-4
TPP2,tripeptidyl peptidase 2,6.887191597286032e-9,-0.9175378398080274,0.676,0.917,1.2077379185000785e-4
CLTC,clathrin heavy chain,7.126886926402864e-9,-0.8988498189032508,0.787,0.958,1.2497708914140063e-4
PTBP3,polypyrimidine tract binding protein 3,7.155298889816001e-9,-0.9079517909788288,0.801,0.944,1.254753213318134e-4
FYB1,FYN binding protein 1,7.681439608197008e-9,-0.9506793057476637,0.978,1,1.3470172496934273e-4
HNMT,histamine N-methyltransferase,7.762744628292627e-9,-1.329495946154899,0.743,0.861,1.361274898017395e-4
USP15,ubiquitin specific peptidase 15,7.857538230794331e-9,-0.905130448124357,0.831,0.958,1.377897904152094e-4
IER3,immediate early response 3,7.978200172163539e-9,-1.1008123949093591,0.537,0.819,1.399057182190598e-4
U2SURP,U2 snRNP associated SURP domain containing,8.019486349789219e-9,-0.9813694516772626,0.713,0.889,1.4062971262990373e-4
KLRC1,killer cell lectin like receptor C1,8.110042965371027e-9,-0.463361946622225,0.007,0.25,1.4221771344074632e-4
RNF130,ring finger protein 130,8.177752121067803e-9,-0.9043624510602943,0.846,0.986,1.43405061195045e-4
PAK1,p21 (RAC1) activated kinase 1,8.384590731717063e-9,-1.246374304037567,0.721,0.861,1.4703218307139042e-4
CTSS,cathepsin S,8.556432231925573e-9,-1.1950101302576197,0.978,1,1.5004559561904686e-4
BACH2,BTB domain and CNC homolog 2,8.734195897203672e-9,-0.4473957410887289,0.037,0.333,1.531628592533636e-4
LYN,"LYN proto-oncogene, Src family tyrosine kinase",8.808437856105789e-9,-1.1275322605783176,0.941,1,1.544647662446711e-4
NFKB1,nuclear factor kappa B subunit 1,8.833762687554529e-9,-1.062381141680211,0.816,0.972,1.5490886248895622e-4
DENND4A,DENN domain containing 4A,8.911372749399376e-9,-1.0852652855460931,0.647,0.944,1.5626983253346746e-4
TEX14,"testis expressed 14, intercellular bridge forming factor",9.113473406792277e-9,-0.7058344260499465,0.294,0.708,1.5981386966150936e-4
CUL3,cullin 3,9.168876210121421e-9,-0.8294069295293618,0.779,0.944,1.6078541322068923e-4
NCL,nucleolin,9.495790562157665e-9,-1.0197760337387645,0.779,0.917,1.665181832979968e-4
RANBP2,RAN binding protein 2,9.626760035401756e-9,-0.898172514941096,0.706,0.958,1.6881486398080518e-4
STK4,serine/threonine kinase 4,9.64898798242589e-9,-0.9224283361550984,0.816,0.972,1.692046532598204e-4
LPIN2,lipin 2,9.697644879183101e-9,-0.9337480669892861,0.625,0.889,1.7005790060135487e-4
MT-ND4L,NA,9.7119800646403e-9,-1.1044043209570513,0.882,0.917,1.703092824135323e-4
ADAR,adenosine deaminase RNA specific,9.741204836753794e-9,-1.00242673739454,0.757,0.889,1.7082176801731452e-4
NRP2,neuropilin 2,9.870166745624417e-9,-0.9890288821789968,0.574,0.861,1.730832440512698e-4
ASH1L,ASH1 like histone lysine methyltransferase,1.009742251702436e-8,-0.9049487979644781,0.949,0.986,1.7706840125853918e-4
IVNS1ABP,influenza virus NS1A binding protein,1.0630218717177201e-8,-1.0066213833904527,0.551,0.833,1.8641151542441941e-4
ZNF292,zinc finger protein 292,1.1589680708852382e-8,-1.0889297402489988,0.831,0.958,2.0323664091043538e-4
TMEM51,transmembrane protein 51,1.2061937768054775e-8,-1.0719002061269998,0.794,0.972,2.1151814070060853e-4
BRWD3,bromodomain and WD repeat domain containing 3,1.2162640846401268e-8,-0.9981033211116954,0.522,0.833,2.1328406988249264e-4
DYNC1H1,dynein cytoplasmic 1 heavy chain 1,1.2204842400553551e-8,-0.9897545207504317,0.779,0.958,2.1402411633610708e-4
DDX17,DEAD-box helicase 17,1.2418957399989162e-8,-0.7765642120618441,0.86,1,2.1777883696620995e-4
EFR3A,EFR3 homolog A,1.245121221947698e-8,-0.8737334868773987,0.721,0.958,2.183444574807483e-4
ERC1,ELKS/RAB6-interacting/CAST family member 1,1.2962153814806007e-8,-1.0584439477788017,0.75,0.958,2.2730432929643813e-4
PHF3,PHD finger protein 3,1.299373857808996e-8,-0.8324925186020518,0.721,0.958,2.2785819970538556e-4
SFPQ,splicing factor proline and glutamine rich,1.3307174487351792e-8,-0.8965145892376087,0.779,0.917,2.3335461181020101e-4
PPP4R2,protein phosphatase 4 regulatory subunit 2,1.364164353602694e-8,-0.8547217316214297,0.676,0.889,2.3921986104776842e-4
PIK3C3,phosphatidylinositol 3-kinase catalytic subunit type 3,1.386007213916901e-8,-1.0019300270983997,0.603,0.819,2.4305022503246776e-4
INSYN2B,inhibitory synaptic factor family member 2B,1.3939671552024152e-8,-0.9396768170772756,0.272,0.625,2.4444608033629556e-4
CCDC50,coiled-coil domain containing 50,1.402747747036148e-8,-0.764063359146309,0.309,0.722,2.459858449202589e-4
RICTOR,RPTOR independent companion of MTOR complex 2,1.4166510897724165e-8,-0.9515467319729258,0.721,0.903,2.4842393510249094e-4
RAB3GAP1,RAB3 GTPase activating protein catalytic subunit 1,1.4517283890174123e-8,-1.0510615126454166,0.735,0.958,2.5457509029809343e-4
DOCK8,dedicator of cytokinesis 8,1.456756691182581e-8,-0.9573269155954063,0.912,0.972,2.554568533657774e-4
ZBTB1,zinc finger and BTB domain containing 1,1.481553817974687e-8,-0.8995264318237088,0.647,0.889,2.598052775200411e-4
SOGA1,"suppressor of glucose, autophagy associated 1",1.5431643312776207e-8,-0.7772165514106122,0.287,0.667,2.7060929713284355e-4
VASH1,vasohibin 1,1.670915729614149e-8,-1.0346158920258393,0.721,0.931,2.9301178234513716e-4
N4BP1,NEDD4 binding protein 1,1.726263134546849e-8,-1.0226080338293155,0.765,0.889,3.0271750327413546e-4
GPCPD1,glycerophosphocholine phosphodiesterase 1,1.7504645091980594e-8,-1.1662815880914272,0.801,0.917,3.069614563329717e-4
NCF1,neutrophil cytosolic factor 1,1.7649239857002847e-8,-0.7452688978974157,0.235,0.625,3.0949707013240194e-4
IQGAP1,IQ motif containing GTPase activating protein 1,1.7805867852550577e-8,-0.9988508167356618,0.89,0.972,3.122436986623269e-4
SCAF8,SR-related CTD associated factor 8,1.7843882225674875e-8,-0.9696891218591339,0.706,0.917,3.129103187094346e-4
NIPBL,NIPBL cohesin loading factor,1.8080705720487042e-8,-0.8271913377117737,0.904,0.986,3.170632555144608e-4
ZNF148,zinc finger protein 148,1.9157915419116112e-8,-0.9230060524475405,0.765,0.958,3.3595320478962016e-4
ANPEP,"alanyl aminopeptidase, membrane",1.926962088777575e-8,-1.1005678288737015,0.213,0.583,3.3791207188803556e-4
IPO7,importin 7,1.942074550307659e-8,-0.9728808736518022,0.61,0.861,3.405621931419511e-4
AGTPBP1,ATP/GTP binding carboxypeptidase 1,1.9446946690754417e-8,-1.0733757049379724,0.691,0.875,3.4102165716906943e-4
NCOA1,nuclear receptor coactivator 1,1.969598702890021e-8,-0.9774092957854261,0.816,0.958,3.4538882853879407e-4
IL2RB,interleukin 2 receptor subunit beta,2.0054164488089856e-8,-0.6934145303924633,0.022,0.278,3.516698284631437e-4
INTS9,integrator complex subunit 9,2.0327114340755376e-8,-0.9952929973224722,0.463,0.778,3.5645627707948626e-4
HMGN2,high mobility group nucleosomal binding domain 2,2.042379723058546e-8,-0.8788054453193128,0.735,0.944,3.581517082355466e-4
ERO1B,endoplasmic reticulum oxidoreductase 1 beta,2.0442940259891215e-8,-0.9966094107992257,0.338,0.667,3.5848740039745233e-4
CWC22,CWC22 spliceosome associated protein homolog,2.0790699431861258e-8,-0.6951454184715792,0.426,0.819,3.6458570523711904e-4
CREB1,cAMP responsive element binding protein 1,2.0967738818402326e-8,-0.9971346663056107,0.662,0.917,3.676902679195032e-4
NAP1L1,nucleosome assembly protein 1 like 1,2.1036757283502606e-8,-0.9108996607303892,0.86,0.944,3.689005757235017e-4
ARHGAP31,Rho GTPase activating protein 31,2.1132402521216122e-8,-1.064077650940599,0.912,0.958,3.705778106120459e-4
ZNF638,zinc finger protein 638,2.136717227804759e-8,-0.9575647336796029,0.853,0.944,3.746947330678425e-4
ACSL4,acyl-CoA synthetase long chain family member 4,2.1407537023119768e-8,-0.8862162287854405,0.824,0.944,3.7540256923742824e-4
ANKRD44,ankyrin repeat domain 44,2.1457823886013624e-8,-0.883436187493376,0.949,1,3.762843996651349e-4
SIK3,SIK family kinase 3,2.1887100451998944e-8,-1.245770511549598,0.801,0.931,3.838121935262535e-4
SP100,SP100 nuclear antigen,2.1997101925904603e-8,-0.880879369229179,0.86,0.986,3.857411793726631e-4
CREBL2,cAMP responsive element binding protein like 2,2.300375557541619e-8,-0.911350432007056,0.801,0.931,4.033938577704983e-4
ZC3H13,zinc finger CCCH-type containing 13,2.357954158469609e-8,-0.8304811055388039,0.721,0.903,4.134908412292306e-4
VPS13D,vacuolar protein sorting 13 homolog D,2.398958154277426e-8,-0.9059265494377384,0.765,0.931,4.206813019340894e-4
